Node ID,PageRank
2853,5.433458221803572e-05
5884,5.4327281985858346e-05
2505,5.4162487516994684e-05
3484,5.4157676272997295e-05
4084,5.4113224388152294e-05
265,5.3989219631562734e-05
1700,5.3934497036899623e-05
520,5.377245285559136e-05
677,5.3700578805991516e-05
5038,5.364930557972648e-05
1151,5.364236920691972e-05
2169,5.3638376169187844e-05
90,5.362096971169758e-05
5403,5.351086044948263e-05
5060,5.348258941698284e-05
1777,5.3359036563824304e-05
390,5.328901446426351e-05
1968,5.3284993818607026e-05
8383,5.328162827210345e-05
132,5.327632392732198e-05
3184,5.3273190966541086e-05
140,5.324734542223008e-05
2365,5.30233341257397e-05
241,5.301167125072117e-05
5026,5.295247374443883e-05
966,5.289489704066367e-05
1667,5.284705290812298e-05
1835,5.278686918410797e-05
382,5.272795569774889e-05
8342,5.2676882574379324e-05
5784,5.2672084987913727e-05
5711,5.262007271833928e-05
1411,5.261317024076176e-05
2620,5.254503289912234e-05
125,5.254041297817144e-05
6562,5.251336953245272e-05
94,5.2361492944682166e-05
644,5.232448998601768e-05
6355,5.223965747721601e-05
2013,5.2208454386770417e-05
3793,5.216931516678664e-05
1904,5.1975730458734796e-05
30,5.196745722675475e-05
1102,5.19632251545037e-05
3384,5.192742763848101e-05
1487,5.192008488646853e-05
3876,5.191538046673843e-05
2745,5.182722687541258e-05
2466,5.182238576182897e-05
7724,5.1781629512380426e-05
8590,5.1727463975238e-05
381,5.1705422498200414e-05
3928,5.168492598347382e-05
267,5.1608564897488525e-05
1936,5.156860364739156e-05
1616,5.149878871095132e-05
4694,5.149014606268325e-05
1491,5.139405973738267e-05
2088,5.1391942613013634e-05
815,5.1366799991680955e-05
1322,5.130327947605313e-05
8169,5.122426277023626e-05
500,5.120276513266886e-05
340,5.116451114677554e-05
2074,5.110918285766147e-05
1528,5.1105504828631405e-05
2878,5.108251919116401e-05
2602,5.1064603664861145e-05
2285,5.105627468771793e-05
2215,5.103846002975304e-05
2787,5.1028939093706844e-05
2245,5.0965862035283566e-05
9348,5.0909454693484426e-05
4315,5.0892676783581414e-05
3869,5.0846555521957185e-05
908,5.082942117201346e-05
87,5.0819648455114064e-05
1093,5.081796601892035e-05
170,5.068514087154713e-05
2268,5.066201864231501e-05
6235,5.062231866656607e-05
1185,5.058026204639988e-05
850,5.057805058746837e-05
5500,5.048337112746515e-05
1900,5.0444542332295805e-05
895,5.041569086451252e-05
614,5.039594976751168e-05
2447,5.0383386711514965e-05
714,5.032193623499113e-05
6813,5.022048931870674e-05
1299,5.020219341350382e-05
6620,5.019588312978528e-05
1037,5.01061762037175e-05
1021,5.009567018186981e-05
2469,5.0058973915881394e-05
18,4.9915803174719155e-05
1868,4.978089092163701e-05
2661,4.9772180212197165e-05
319,4.972826127486011e-05
1165,4.9594595730084654e-05
534,4.958319256095082e-05
106,4.9555785812414e-05
521,4.955540192440578e-05
110,4.9551282016437784e-05
2301,4.952059974946969e-05
1042,4.9483679566786294e-05
6316,4.9389476710326986e-05
3437,4.932760699039792e-05
1229,4.928569342312462e-05
2989,4.91753307410919e-05
6250,4.902315580720706e-05
374,4.8915101181826205e-05
687,4.8898754519711865e-05
3583,4.889552651051778e-05
1571,4.88358994050224e-05
7423,4.878968961773306e-05
3568,4.874857858726146e-05
1078,4.8713554100553105e-05
4336,4.868551864711744e-05
700,4.8683206123086584e-05
497,4.867813878337634e-05
4389,4.864057788364017e-05
2379,4.8636507572329564e-05
2230,4.8592380657213316e-05
8310,4.858052990251501e-05
5064,4.853623032463014e-05
2674,4.853246142100569e-05
1550,4.8467875256878424e-05
5903,4.8441362051667224e-05
4191,4.8377284558227263e-05
784,4.8318515701760376e-05
1196,4.825624601178082e-05
1114,4.824832056551752e-05
976,4.8236160032973144e-05
6715,4.8222837853331874e-05
1240,4.8150628223495514e-05
772,4.814791664634382e-05
1552,4.813710307514062e-05
1574,4.813599198670967e-05
190,4.809295897977882e-05
1324,4.8062882800187385e-05
4248,4.803185141144741e-05
1155,4.802897074949976e-05
8720,4.8004762649867144e-05
3614,4.7984087860247276e-05
1530,4.798028422774998e-05
9,4.7950761378062004e-05
730,4.791600695752924e-05
3355,4.788632175054653e-05
8629,4.787651239596089e-05
1905,4.785218579043555e-05
1632,4.7848662573881773e-05
2813,4.7844048426938896e-05
4261,4.784215749194047e-05
1340,4.7794225330045885e-05
2776,4.778332662418994e-05
1020,4.775094099045237e-05
3328,4.773114988964227e-05
2646,4.770123455068984e-05
3639,4.766465548784182e-05
1382,4.7664554663260684e-05
430,4.762371576894695e-05
2212,4.7616263810244665e-05
350,4.759407545312055e-05
3269,4.7581060706689246e-05
2915,4.757731674479294e-05
2258,4.747958040581346e-05
3698,4.74642409924184e-05
1969,4.744613309122918e-05
596,4.7359965400075255e-05
3083,4.7350256249222524e-05
643,4.7289668717949356e-05
1062,4.7266368436031275e-05
6008,4.7261058773080736e-05
2517,4.723990415871089e-05
804,4.719406400266772e-05
978,4.7179413409090445e-05
5966,4.7162159343204965e-05
5372,4.712449656721109e-05
3438,4.7120366131792056e-05
1207,4.709115929375403e-05
6097,4.706447931349203e-05
2113,4.705978195315289e-05
870,4.703517214269852e-05
933,4.699919194222812e-05
5387,4.690632037801067e-05
3398,4.689415307410508e-05
1057,4.6871865997543856e-05
3069,4.683048846118975e-05
3556,4.6827831681149185e-05
1294,4.6806022407503755e-05
616,4.677791866100011e-05
3094,4.675622707936285e-05
7940,4.673494273126798e-05
1109,4.67334993443139e-05
4478,4.672143133325493e-05
4160,4.672007945179991e-05
2824,4.665381536579527e-05
2952,4.659807012735088e-05
1459,4.659500152217449e-05
1006,4.658329618203799e-05
649,4.656249918288273e-05
1258,4.655815360388474e-05
1259,4.654326228745714e-05
4238,4.6534007104469796e-05
2053,4.653072169851517e-05
766,4.6451014781852743e-05
4551,4.641828094889962e-05
1765,4.6385271671583034e-05
5121,4.637900768404516e-05
5331,4.633927168804219e-05
9780,4.6336699192765194e-05
2398,4.632822992497558e-05
71,4.6281653086386064e-05
6921,4.626579983332221e-05
6735,4.6221939266144087e-05
1670,4.617870736236484e-05
282,4.6166600148762004e-05
593,4.615995058506625e-05
796,4.614451683343704e-05
1014,4.606871311873137e-05
762,4.604833413208339e-05
5649,4.596718313908076e-05
466,4.581272987855775e-05
6786,4.578074279104085e-05
5589,4.574243651433257e-05
2290,4.568415546384295e-05
2091,4.5682920783983776e-05
4957,4.567663262969479e-05
6402,4.566612551498947e-05
1395,4.565760820627257e-05
958,4.5648940668422395e-05
58,4.5628606030721826e-05
985,4.5495289419850476e-05
6873,4.548261102398991e-05
342,4.546431266349543e-05
3065,4.545604899461508e-05
2714,4.5447165758885886e-05
2058,4.54269797283943e-05
411,4.5402766465017014e-05
626,4.540173162398116e-05
1031,4.53776988173304e-05
1568,4.536493841849397e-05
7520,4.534178273380486e-05
512,4.530557474467632e-05
4226,4.5282246572481126e-05
5740,4.525939002997906e-05
4998,4.5251148377644824e-05
2190,4.52077241400513e-05
2011,4.519927257348705e-05
1385,4.513882588440883e-05
661,4.5098687538019147e-05
2658,4.499371838982372e-05
4195,4.4979385000967316e-05
4735,4.497583095542393e-05
2854,4.496971630772803e-05
7186,4.495358882542187e-05
734,4.4949352119035237e-05
621,4.494378668633721e-05
1315,4.489200794541044e-05
2504,4.486733312671153e-05
1218,4.48370942135751e-05
3277,4.483628003652491e-05
2807,4.481706152525227e-05
893,4.478927366391788e-05
217,4.4756483783598586e-05
3344,4.475254839279971e-05
1039,4.467488260228351e-05
3366,4.4653492450035984e-05
1817,4.464481916541035e-05
2565,4.4610799983974804e-05
795,4.4609023581830586e-05
1929,4.460454146103934e-05
7650,4.453308900167876e-05
1697,4.4524742340248275e-05
6275,4.4523908832124596e-05
454,4.451511272132799e-05
3664,4.4506775870778375e-05
1985,4.4456962296878544e-05
178,4.4456107668416964e-05
2478,4.430670085631817e-05
2181,4.4274567556735194e-05
1824,4.4242934052325334e-05
1480,4.421951383302662e-05
4826,4.4200338320499745e-05
4282,4.417920360361718e-05
69,4.4142163656717754e-05
180,4.4118266669083706e-05
4199,4.410539580887694e-05
1175,4.40996441027927e-05
1347,4.407580134337422e-05
1088,4.403469321739069e-05
393,4.402335614169785e-05
2885,4.401890567759718e-05
2967,4.4015477495868526e-05
3939,4.3972206904051975e-05
1818,4.396593351885348e-05
7412,4.39527519319376e-05
2349,4.393729117399544e-05
2710,4.3909336505529194e-05
939,4.389153513788704e-05
759,4.386608521794563e-05
1562,4.380882284029536e-05
5863,4.3803622081362836e-05
4830,4.377583991276544e-05
5206,4.376603705325018e-05
2570,4.37646947224702e-05
1011,4.375191142065714e-05
1244,4.36979963505844e-05
3861,4.3634764384071226e-05
1320,4.363432632913351e-05
2564,4.362929742671483e-05
79,4.361117234374599e-05
2895,4.359103798857888e-05
756,4.357521001198315e-05
3680,4.354776859408124e-05
6613,4.3547719058822686e-05
5226,4.3537986260605465e-05
1009,4.353349224969335e-05
1547,4.34776358295353e-05
328,4.347491112407231e-05
176,4.344908913347889e-05
4403,4.3435498912598206e-05
3743,4.341411843419283e-05
2704,4.34079013403952e-05
3490,4.3402382531592945e-05
3763,4.3397879918162365e-05
314,4.338936704900183e-05
6945,4.3378202886204667e-05
388,4.3346421347050926e-05
2433,4.331075516874011e-05
1345,4.330117844385293e-05
237,4.3285044775834255e-05
935,4.324606562049663e-05
2850,4.321564681792109e-05
5179,4.319780511748471e-05
3092,4.318928389813645e-05
1053,4.3148721839831697e-05
1907,4.313386970967434e-05
3527,4.3119572653273906e-05
266,4.3065726798606496e-05
1509,4.300210984286223e-05
803,4.297066596500109e-05
3931,4.295383007394634e-05
2882,4.290057881989677e-05
3585,4.2888649421081785e-05
2472,4.281752875503303e-05
2693,4.2779255694251415e-05
1652,4.276029658157997e-05
5017,4.267475419631199e-05
2037,4.2651161004904926e-05
3966,4.2644815896633e-05
1330,4.2627799979027476e-05
7551,4.2598586815206366e-05
1773,4.2582442720049565e-05
9138,4.253805688476039e-05
4755,4.2535400130886505e-05
1504,4.252388921108126e-05
1600,4.252274865487075e-05
7693,4.247275893993185e-05
564,4.245191639588164e-05
1797,4.243970296122742e-05
2310,4.243343744660024e-05
3038,4.240788682939726e-05
1475,4.2407877761405365e-05
3166,4.237565494967824e-05
3905,4.23522801944481e-05
5528,4.2331485062400346e-05
275,4.231423514011608e-05
1778,4.22945897282518e-05
753,4.229184973178116e-05
1026,4.2282195629698075e-05
5322,4.226938600982258e-05
3638,4.223932389953677e-05
7970,4.2156055133100296e-05
8523,4.2154201477207446e-05
1764,4.214852832799853e-05
2636,4.214243968325144e-05
1451,4.2126165113868544e-05
1755,4.212085378357111e-05
686,4.2116980281573114e-05
2964,4.210874327492025e-05
595,4.209715576849454e-05
615,4.208996575580158e-05
5136,4.2088487965072816e-05
7327,4.2084598341604215e-05
4366,4.204345484499182e-05
5070,4.2042012493593835e-05
1306,4.2027672839493596e-05
2031,4.202169771109853e-05
2520,4.197816650983995e-05
1741,4.1944719854368385e-05
1960,4.1936925723226786e-05
1795,4.189091093017882e-05
3024,4.187776111827729e-05
6006,4.181863556286492e-05
270,4.173202172351754e-05
674,4.172822417570499e-05
4929,4.1701095285737646e-05
1708,4.1696051937855135e-05
67,4.16847190698423e-05
1278,4.1675776731176675e-05
137,4.1658482456257155e-05
402,4.1617842397786196e-05
1872,4.160796255909187e-05
429,4.156498224648532e-05
3343,4.1523556620453765e-05
642,4.1500716481749505e-05
7710,4.148390264532341e-05
5621,4.147853426913857e-05
1953,4.1467137041800665e-05
3492,4.146157817302086e-05
2075,4.1447908293894434e-05
311,4.144078731981048e-05
750,4.142758200421798e-05
3127,4.1416917410553407e-05
3486,4.141450500898311e-05
2848,4.1380683694037e-05
2444,4.131249034611659e-05
1327,4.130647341394022e-05
600,4.130639713375356e-05
4437,4.1236743909233506e-05
7581,4.1227944779782915e-05
631,4.119248156061512e-05
1771,4.1167987708361694e-05
2140,4.116360403214537e-05
900,4.1143515963455875e-05
6439,4.114242187705234e-05
1483,4.109614253569717e-05
9974,4.1095363445824935e-05
7708,4.1084132081871876e-05
3101,4.106340373949616e-05
3590,4.1031308383333546e-05
2921,4.101653331284197e-05
7804,4.1014180579565e-05
1222,4.0960861182166954e-05
3978,4.0928763136271466e-05
1759,4.092185726913089e-05
561,4.091025048911449e-05
2580,4.0880279907366574e-05
1203,4.087371599091512e-05
4823,4.085876562080455e-05
833,4.0844956250920974e-05
2597,4.083054107780105e-05
1666,4.0817769980040636e-05
5760,4.076056085445233e-05
726,4.075870831298478e-05
2007,4.0751799775974814e-05
5614,4.0741013075661324e-05
2224,4.073768957916517e-05
1416,4.070839752600599e-05
182,4.069354699731927e-05
5968,4.0686072065394095e-05
4719,4.06495689204945e-05
913,4.06294917882427e-05
202,4.0620790770022645e-05
1648,4.060544442280704e-05
1230,4.060372709626119e-05
3565,4.058276162178909e-05
1045,4.057509377665353e-05
1714,4.056593077336168e-05
1016,4.0561243519308715e-05
6104,4.054338309758443e-05
949,4.047597287144585e-05
4353,4.04658872238045e-05
547,4.046053709756564e-05
743,4.04365532491991e-05
399,4.0430458171041956e-05
6849,4.036954121185573e-05
396,4.033622195104427e-05
5237,4.0314288507408875e-05
1883,4.030426752574681e-05
9110,4.02775276168475e-05
5521,4.027091010988295e-05
542,4.0240784875476e-05
2765,4.0226559374110986e-05
5350,4.022466086501692e-05
608,4.020339658967488e-05
1664,4.018303766713073e-05
5169,4.018090752687176e-05
1075,4.016491380359809e-05
3212,4.0154110405586795e-05
8813,4.013268464728595e-05
2990,4.0104828897005566e-05
637,4.010222450614064e-05
52,4.0043963647810036e-05
3369,4.004098629256601e-05
222,4.0034812106309985e-05
1368,3.996722526246181e-05
187,3.996503236117926e-05
1910,3.996138320850102e-05
3388,3.9953069378897086e-05
4643,3.989404928881211e-05
1172,3.9884702259361834e-05
3903,3.987111653732783e-05
11,3.984381039796006e-05
1770,3.980953044352666e-05
1440,3.976262479697637e-05
301,3.9730433015502036e-05
6,3.968327552618458e-05
1659,3.966956649508072e-05
2186,3.964439079662198e-05
1538,3.963856797121799e-05
1747,3.961554011696135e-05
838,3.9614608251713005e-05
570,3.961450295998057e-05
2898,3.959587378348019e-05
3376,3.957793125719266e-05
487,3.956064009025145e-05
3539,3.9559124501140834e-05
1580,3.955810928774765e-05
134,3.953679320585199e-05
620,3.9536242300627915e-05
7597,3.9510127356639984e-05
4919,3.950357805808713e-05
335,3.946172674355083e-05
1886,3.94615445849755e-05
325,3.941473514365768e-05
31,3.94121106156328e-05
975,3.94058052901117e-05
1003,3.9403143247493506e-05
3787,3.9391488506834644e-05
2819,3.938644570650289e-05
3652,3.9382019308736105e-05
3588,3.937256767347919e-05
2556,3.934664187140977e-05
3126,3.9338917561631e-05
996,3.933371909313983e-05
910,3.9280017217477874e-05
2863,3.9252444360792794e-05
2086,3.919635946892901e-05
4804,3.919510252836219e-05
192,3.918037106960997e-05
2188,3.917611379602343e-05
992,3.916235328979728e-05
6024,3.9160135249998014e-05
1362,3.9149285761562715e-05
4139,3.912003651231886e-05
7318,3.910315766803051e-05
1858,3.908202169108866e-05
1851,3.9066424677471976e-05
2970,3.9060779536847056e-05
752,3.905821020645849e-05
3324,3.905819759553858e-05
3123,3.905760809716993e-05
874,3.902999151202304e-05
2785,3.898307745231952e-05
823,3.8974649959580714e-05
923,3.893216065474135e-05
491,3.8924952662435574e-05
7238,3.891880906951715e-05
1884,3.89049234945926e-05
675,3.888839309345315e-05
3458,3.886359316747461e-05
5096,3.883438007034129e-05
120,3.883239886208458e-05
540,3.880269882649439e-05
2625,3.880060309169573e-05
3681,3.879759846854392e-05
613,3.87943257533501e-05
569,3.878331520121447e-05
2127,3.8781477743223996e-05
2440,3.8776338688328586e-05
591,3.877136393195853e-05
8577,3.87583064856482e-05
2389,3.874840373935005e-05
1647,3.872534014694401e-05
2279,3.8718003881278644e-05
801,3.871284488323868e-05
3520,3.8703520306521465e-05
4077,3.866521879152116e-05
2887,3.86581979324651e-05
6010,3.864864844117096e-05
4951,3.862907372920886e-05
5346,3.862721977705737e-05
717,3.8621762392140624e-05
515,3.86205051928519e-05
2637,3.8611321982093806e-05
7483,3.8609378980459844e-05
1919,3.859481123444357e-05
3530,3.859177434737084e-05
4037,3.8564994625478345e-05
89,3.853830125579912e-05
636,3.853608629616617e-05
1974,3.8490529476257935e-05
440,3.848743843907652e-05
1964,3.847698622504269e-05
6705,3.846635655581652e-05
1806,3.846068746081776e-05
5321,3.84600469587791e-05
2154,3.844729891449955e-05
5443,3.844488915618964e-05
7488,3.8406812422919674e-05
1760,3.839804735708273e-05
4947,3.8393925115799345e-05
3635,3.8389965052515976e-05
5160,3.83879029812488e-05
4655,3.838521227206529e-05
1512,3.837190298149674e-05
354,3.836692059912491e-05
2045,3.8360485628274524e-05
1630,3.834651071618367e-05
308,3.834227549238407e-05
3056,3.8325863732513046e-05
1243,3.829709120620483e-05
3525,3.828875434134327e-05
1595,3.826711870557629e-05
1789,3.824350080058339e-05
4193,3.8236896875453825e-05
1921,3.816968464386263e-05
3093,3.8164606547637063e-05
610,3.8163688438389006e-05
855,3.815891548976991e-05
6806,3.8151702154492075e-05
375,3.815130880402497e-05
4888,3.814046489391899e-05
1633,3.8117406484701226e-05
5680,3.8112266724196464e-05
232,3.808640768944642e-05
2006,3.807632368325432e-05
973,3.8076207753425106e-05
1233,3.8060345122964364e-05
4215,3.805993081312517e-05
3297,3.8059133594142967e-05
5795,3.803916764709023e-05
4247,3.802873489135944e-05
2553,3.7976690776183755e-05
5164,3.7973965318579734e-05
4685,3.7971525164383165e-05
4613,3.79183906829482e-05
4220,3.7907117974701156e-05
6815,3.7905725003939225e-05
2144,3.790177494907232e-05
1970,3.7875810657753855e-05
2934,3.785050196439641e-05
4284,3.784359261440472e-05
4745,3.781311562883796e-05
8713,3.7810088132333726e-05
940,3.78009047693188e-05
3589,3.77926287863392e-05
2826,3.778513669761088e-05
7133,3.778120300695488e-05
4680,3.775713948226764e-05
6102,3.775499856259942e-05
204,3.7730408658383445e-05
6479,3.771956659752076e-05
447,3.7719043619504875e-05
1005,3.771449916208048e-05
5539,3.770806451669919e-05
5149,3.7696180949369955e-05
9252,3.768976370196028e-05
2518,3.76776091180562e-05
9825,3.767092717544491e-05
93,3.766072541660174e-05
602,3.765796397671818e-05
1949,3.765113408140438e-05
2640,3.764821382366016e-05
1353,3.764047015341251e-05
8725,3.762602508788565e-05
1249,3.761942364377762e-05
177,3.761702092813828e-05
2367,3.7596029336437777e-05
2435,3.753545712229062e-05
5406,3.752692017784181e-05
5999,3.750116859125462e-05
3456,3.749549137306204e-05
2297,3.749347300760461e-05
1194,3.748301428673317e-05
1252,3.746503884990362e-05
2087,3.7459616376187525e-05
1072,3.745469755945964e-05
4612,3.743714620518654e-05
757,3.7436656229054e-05
66,3.7432726101819936e-05
3782,3.7431196709535896e-05
8214,3.738943998178755e-05
54,3.7383437215882115e-05
1743,3.735993893184568e-05
4352,3.735456117649955e-05
1927,3.7344021045077424e-05
4061,3.733434676072162e-05
1281,3.733037907318331e-05
239,3.732129854682242e-05
85,3.731665973753244e-05
4057,3.729322218165362e-05
1232,3.7277471313505194e-05
1860,3.726386048453191e-05
679,3.7260619678505956e-05
1750,3.723403614724904e-05
3469,3.723126242073309e-05
379,3.72150271841915e-05
4185,3.718166772973791e-05
3330,3.71306337048133e-05
5137,3.712041361340648e-05
1041,3.7088265688229936e-05
2862,3.708701127637294e-05
1211,3.706111791371206e-05
6313,3.705238677924357e-05
546,3.7028356363538205e-05
2875,3.702305216532998e-05
7199,3.701199287907674e-05
455,3.700084335541424e-05
2275,3.69974303347065e-05
1359,3.699386129217049e-05
3560,3.6983501644331944e-05
1603,3.6969549231026705e-05
3965,3.695841189800543e-05
213,3.6935413507739935e-05
3643,3.693192318661349e-05
4166,3.6924818272160846e-05
3473,3.691692487211626e-05
367,3.6908022308089315e-05
901,3.68825312004253e-05
6758,3.6882499173052235e-05
3584,3.6875999525420596e-05
2552,3.687562556926508e-05
2121,3.6855060690616024e-05
1570,3.685343846241355e-05
2634,3.684424110535002e-05
1798,3.6840346001058384e-05
1532,3.6837864755716294e-05
764,3.681301738517157e-05
2738,3.6800425070101506e-05
2845,3.679522125373147e-05
1015,3.679451984466871e-05
3254,3.678470306139297e-05
5301,3.6774556901356936e-05
2896,3.6768702700460114e-05
2331,3.6755151516086546e-05
2605,3.6723451413642354e-05
2844,3.669037312891796e-05
164,3.6690012162467474e-05
3673,3.6660630963982754e-05
